Unnamed: 0,Unnamed: 1,title,description,Unnamed: 4,Atributos <empresa terceira>,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Atributos AI-PAVE-BR,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Atributos Multimídia,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33
kabum||353714,Microondas,"Microondas Consul CMS46ABBNA, 32 Litros, Menu Fácil, Display LED, 900W, 220V, Branco","Microondas Consul CMS46ABBNA, 32 Litros, Menu Fácil, Display LED, 900W, 220V, Branco Microondas com Diversas Funções Com função descongelado e receitas pré-programadas, o Micro-ondas 20 Litros Branco é ideal para quem tem pouco espaço. O design espelhado e o espaço do Micro-ondas 32 Litros espelhado foi bem pensado para quem deseja uma cozinha moderna e bonita! O micro-ondas possui as potências ideais para cada tipo de receita e trava de segurança, além de contar com display digital e relógio. Amplo Espaço Interno O amplo espaço interno do micro-ondas Consul 32 litros Cor Branca permite o preparo de receitas para todo tipo de necessidade. Porções ideais para o preparo Aperte a tecla aquecer ou descongelar, selecione o peso do alimento e após isso clique em ligar+30seg. Rápido e prático. Omelete Essa tecla permite o preparo de um omelete com 2 ovos, 1 colher de chá de azeite, presunto, muçarela e sal a gosto em um refratário próprio misture bem e cubra com plástico com pequenos furos. Arroz Prepare arroz branco com 1 a 2 xícaras de arroz, 2 xícaras e 1⁄2 de água, uma colher de óleo ou azeite e um dente de alho, com sal a gosto em um vasilhame compatível com micro-ondas. Aproveite essa oportunidade e adquira seu Microondas Brastemp BMJ38AR no KaBuM!","{""capacidade"":""32 L"",""cor"":""Branco"",""marca"":""Consul"",""niveis_de_potencia"":""10 Níveis"",""voltagem"":""220 V""}",32 L,Branco,Consul,10 Níveis,220 V,,,,,,,32 Litros,Branco,Consul,900W,220V,Microondas,Não informado,CMS46ABBNA,Não informado,"Menu Fácil, Display LED",Não informado,Consul,Branco,32L,10,220V,"[Digital,Com Relógio]",De Bancada
efacil||209379-77,Microondas,Micro-ondas Consul 32 Litros CMS45AB Branco,PRODUTO DESATIVADO<br>,"{""capacidade"":""32 L"",""cor"":""Branco"",""marca"":""Consul""}",32 L,Branco,Consul,,,,,,,,,32 Litros,Branco,Consul,Não informado,Não informado,Não informado,Não informado,CMS45AB,Não informado,Não informado,Não informado,Consul,Branco,32L,,220V,"[Digital, ComTimer]",De Bancada
britania||1908,Microondas,Micro-ondas de Embutir Philco PME31BM 30L Espelhado 1400W,"O Micro-ondas de Embutir Philco PME31BM 30L Espelhado 1400Wé potente e moderno. Sua porta e painel espelhados trazem um design inovador, sua cozinha ainda mais linda! Tem capacidade para até 30 litros e dispõe de algumas teclas e funções que juntas tornam o seu dia a dia mais prático. A tecla Kids prepara de maneira rápida as receitas prediletas da garotada, vai ter muita pipoca e brigadeiro, enquanto a tecla Cozinhar com apenas um toque prepara várias receitas, batata, lasanha e pizza são algumas delas, ainda reaquece alimentos. As funções timer e relógio do Micro-ondas de Embutir Philco são ideais para você que ama comodidade, pois elas permitem programar o horário do preparo com antecedência. Também função potência com diferentes níveis para você escolher de acordo com cada tipo de alimento. E para segurança de toda a família, possui trava de segurança, que serve para bloquear o painel. O Micro-ondas Philco PME31BM Embutir 30 Litros une elegância e praticidade em único produto! • Capacidade: 30 litros • Cavidade Pintada • Porta espelhada • Moldura de acabamento para embutir • Teclas fáceis: KIDS e COZINHAR • Opções cozinhar e cozinhar por peso • Opções Descongelar Rápido ou Descongelar por Peso • Função Potência • Função Relógio • Função Timer • Trava de segurança/bloqueio de painel • Potência 1400W • Classe ""B"" em eficiência energética","{""capacidade"":""30 L"",""cor"":""Prata"",""marca"":""Philco"",""tipo"":""Embutir"",""voltagem"":""127 V""}",30 L,Prata,Philco,,127 V,Embutir,,,,,,30L,Espelhado,Philco,Não informado,Não informado,Embutir,Não informado,PME31BM,Não informado,"Porta espelhada, Teclas fáceis KIDS e COZINHAR, Opções cozinhar e cozinhar por peso, Opções Descongelar Rápido ou Descongelar por Peso, Função Potência, Função Relógio, Função Timer, Trava de segurançabloqueio de painel",Não informado, Philco,Branco,30L,,110V,"[Com Relógio,Com Timer]",De Embutir
olistplus||OPM002KUMPXFM7ZO,Microondas,Micro-Ondas Electrolux Ms37R 27 Litros Receitas Prontas 220V,"O forno de micro-ondas electrolux ms37r é a opção perfeita para aqueles que desejam praticidade e facilidade na preparação de alimentos. Com recursos incríveis e fácil manuseio, esse micro-ondas vai simplificar sua vida na cozinha. Com capacidade para 27 litros de espaço interno, esse forno oferece ampla capacidade para acomodar suas maiores travessas. Ele conta com o menu faça fácil, que possui receitas pré-programadas que podem ser adicionadas com apenas um toque, como arroz branco, brigadeiro e pipoca. Além disso, você também pode aproveitar o moderno menu online, com 55 receitas programadas para obter o ponto ideal, acessadas por qr code no produto. Uma das características que destacam esse micro-ondas é a função limpa fácil, que facilita a limpeza interna do aparelho por meio do vapor. Basta acionar essa função e a sujeira será removida com maior facilidade. O micro-ondas electrolux ms37r também possui a função manter aquecido, que permite que o prato seja mantido aquecido pelo tempo que você determinar, na temperatura certa para servir. Outro recurso interessante é a função tira-odor, que suaviza os odores deixados pelos alimentos por meio da recirculação do ar interno. Dessa forma, sua cozinha fica livre de odores indesejados. O menu descongelar é ideal para o descongelamento de carne, frango, peixe e feijão, garantindo o tempo e a potência adequados para preservar a qualidade dos alimentos. Com um design moderno e funcional, o micro-ondas electrolux ms37r também oferece a opção de função grill, para aqueles momentos em que você deseja dar um toque especial aos seus pratos. Adquira agora o micro-ondas electrolux ms37r e desfrute de toda a praticidade que ele proporciona. Com capacidade de 27 litros, limpeza facilitada, recursos inteligentes e um menu repleto de opções, você terá a melhor experiência culinária em sua cozinha. Função limpa fácil função limpa fácil: facilita a limpeza interna do micro-ondas por meio do vapor. Função manter aquecido função manter aquecido: mantém o prato aquecido pelo tempo que você determinar e na temperatura certa para servir. Função tira-odor função tira-odor: suaviza os odores deixados pelos alimentos, com a recirculação do ar interno. Mais capacidade mais capacidade: 27 litros de espaço interno para as suas maiores travessas. Menu descongelar menu descongelar: carne, frango, peixe e feijão descongelados no tempo e potência ideais.","{""capacidade"":""27 L"",""cor"":""Branco"",""marca"":""Electrolux"",""voltagem"":""220 V""}",27 L,Branco,Electrolux,,220 V,,,,,,,27 Litros,Não informado,Electrolux,Não informado,220V,Micro-ondas,Não informado,Ms37R,Não informado,"Receitas Prontas, Limpa Fácil, Manter Aquecido, Tira-Odor, Descongelar, Grill",Não informado,Electrolux,Branco,27L,,220V,,De Bancada
mercadofaciloficial||1411,Microondas,Micro-Ondas Mondial Preto 1400W - MO-02-34-B,"A linha de micro-ondas é um lançamento Mondial e vai trazer mais inovação e beleza para a sua cozinha. Este modelo tem capacidade de 34 litros e um espaço interno grande o suficiente para atender a toda a família. É ótimo para preparar alimentos em pratos, recipientes e refratários. Tem funções de uso frequente, como Menu Dia a Dia e Menu Kids, e funções que deixam a vida mais prática, como o botão +30 Segundos, Manter Aquecido e Tira Odor. <strong>Saiba mais sobre o MO-02-34-B:</strong><br><br> <strong>CAPACIDADE: 34 LITROS:</strong> Micro-ondas com espaço interno de 34 litros, suficiente para atender toda a família. É ótimo para preparar alimentos em pratos, recipientes e refratários.<br><br> <strong>POTÊNCIA: 1.400W:</strong> A alta potência proporciona mais rapidez nos preparos e descongelamentos.<br><br> <strong>MODELO ESPELHADO:</strong> O modelo espelhado garante beleza e um visual moderno para a sua cozinha.<br><br> <strong>10 AJUSTES DE POTÊNCIA:</strong> O sistema de potência do micro-ondas vai de 1 a 10 e te auxilia a ajustar o equipamento para o tipo de alimento que você vai preparar. Descongelar pratos prontos, manter refeições aquecidas, preparar carnes e até assar bolos: você pode selecionar a potência mais indicada para o que precisa.<br><br> <strong>FUNÇÃO TIRA ODOR:</strong> Elimina odores internos deixados pelas refeições. Mantenha o ambiente agradável e cheiroso e seu forno micro-ondas limpo por mais tempo.<br><br> <strong>MENU DIA A DIA:</strong> A praticidade de preparar com um só clique as receitas utilizadas com mais frequência.<br><br> <strong>MENU KIDS:</strong> A função permite preparar as receitas favoritas dos pequenos, como pipoca, bolo de caneca e brigadeiro, de forma rápida e prática. Proporciona mais independência à criançada e liberdade aos pais.<br><br> <strong>FUNÇÃO MANTER AQUECIDO:</strong> Mantém o seu prato aquecido até o momento de consumir.<br><br> <strong>FUNÇÃO DESCONGELAR:</strong> Com apenas um toque, a função descongela diversos tipos de alimentos.<br><br> <strong>UM ANO DE GARANTIA MONDIAL:</strong>&gt; A Mondial é a escolha de milhões de consumidores. Mondial, a escolha inteligente!","{""capacidade"":""34 L"",""cor"":""Preto"",""marca"":""Mondial"",""voltagem"":""Bivolt""}",34 L,Preto,Mondial,,Bivolt,,,,,,,34 litros,Preto,Mondial,10,Não informado,Micro-ondas,Espelhado,MO-02-34-B,Não informado,"Menu Dia a Dia, Menu Kids, 30 Segundos, Manter Aquecido, Tira Odor",Não informado,Mondial,Preto,34L,10,220V,,De Bancada
continentalcenter||172015013417200011,Microondas,Micro-Ondas Philco 28 Litros Branco 220V PMO28BB,"Micro-Ondas Philco 28 Litros Branco 220V PMO28BB<p>Muito mais facilidade para dentro da sua casa, a Philco traz o novo Micro-ondas de Bancada com capacidade de 28 litros PMO28BB, perfeito para preparar receitas deliciosas com rapidez e praticidade. São 1400W de potência que aliam alta performance a um design moderno e arrojado.</p><p>O PMO28BB possui com diversas funções para agilizar o seu dia a dia na cozinha. Funções especiais que auxiliam no preparo dos alimentos ao alcance de suas mãos com o painel touch, muito mais versatilidade. As mais diversas receitas a disposição de toda a sua família.</p><p>A função descongelar possibilita um descongelamento por peso e tempo, ideal para carne bovina, frango e feijão. Conta função potência, permitindo escolher níveis diferentes de potência dependendo com o tipo de alimento. O Menu FIT possibilita selecionar opções variadas tornando tudo ainda mais simples, batata, sopa, legumes e muito mais.</p><p>A função tira odor auxilia na eliminação do cheiro deixado durante a preparação do alimento, deixando seu micro-ondas sem odores desagradáveis. E para sua maior comodidade, possui trava de segurança, que garante maior segurança para a família, pois o teclado pode ser bloqueado para evitar o uso indevido do produto por crianças. Ainda conta com opção de desligar o display que auxilia na economia.</p><p>Viu só como a Philco pensa em tudo? Não espere mais para adquirir um produto que facilita a sua vida na cozinha e entende o que você precisa para preparar pratos incríveis. Conte com o Micro-ondas PMO28BB e dê um upgrade na forma de cozinhar.<br><br>Especifiações Técnicas:<br>- Marca: Philco<br>- Modelo: PMO28BB<br>- Voltagem: 220V<br>- Tipo: Micro-ondas de Bancada<br>- Cor: Branco<br>- Capacidade: 28L<br>- Potência: 1400W de potência<br>- Consumo: 0,01kW/h<br>- Eficiência Energética: Classe ""A""<br>- Diâmetro do Prato: 270mm<br>- Teclas fáceis: Menu FIT e manter aquecido<br>- Função Potência: Sim<br>- Função Relógio: Sim<br>- Função Tira odor: Sim<br>- Opções Descongelar Rápido ou Descongelar por Peso: Sim<br>- Função Display / Sound: Sim<br>- Dimensões do Produto (LxAxP): 48 x 26 x 34 cm<br>- Dimensões da Embalagem (LxAxP): 53,2 x 32,8 x 43,8 cm<br>- Peso Líquido: 12,5kg<br>- Peso Bruto: 13,5kg<br>- Garantia: 12 meses</p>","{""capacidade"":""28 L"",""cor"":""Branco"",""marca"":""Philco"",""voltagem"":""220 V""}",28 L,Branco,Philco,,220 V,,,,,,,28 Litros,Branco,Philco,Não informado,220V,Micro-ondas de Bancada,Não informado,PMO28BB,Não informado,"1400W de potência, Menu FIT, Descongelar por peso e tempo, Função potência, Função tira odor, Trava de segurança, Opção de desligar o display",Não informado, Philco,Branco,28L,,220V,[Com Relógio],De Bancada
friopecas||137440,Microondas,Micro-ondas Midea 20 Litros Branco MTCS22 - 220 Volts,"Micro-ondas Midea 20 Litros Branco MTCS22 - 220 Volts <p> Seu novo aliado do dia a dia o Micro-ondas Midea 20 Litros Branco MTCS22 - 220 Volts com principais novidades da nova linha são as funções ECO e Limpa Fácil, além da classificação A de economia no inmetro.</p> <p>O modo ECO economiza sua energia com o visor desligado e a função Limpa Fácil facilita a retirada da sujeira acumulada no aparelho com um simples copo com água e limão, trazendo mais praticidade para o dia a dia. </p> <p>Além do design inovador, os aparelhos possuem múltiplas funcionalidades, com grande variedade de menus pré-programados: Menu Dia a Dia (arroz e batata), Menu Kids (brigadeiro, pipoca e cupcake) e Menu Descongelar (carne, frango/peixe e feijão).Os micro-ondas Midea são sinônimos de pratos deliciosos, prontos e quentinhos a qualquer hora do dia.</p> Novo Design. Baixo consumo de energia. Menu Dia a Dia. Menu Kids. Menu Descongelar. Múltiplas receitas pré-programadas . Função Limpa Fácil. Toque rápido (+30seg, +1min, +5 min). Tecla Ligar/+30 segundos. Trava de segurança para crianças. Display digital invisível. Prato giratório. Temporizador 99 min/99 seg. Relógio.","{""capacidade"":""20 L"",""cor"":""Branco"",""marca"":""Midea"",""voltagem"":""220 V""}",20 L,Branco,Midea,,220 V,,,,,,,20 Litros,Branco,Midea,Não informado,220 Volts,Micro-ondas,Não informado,MTCS22,Não informado,"Função Limpa Fácil, Toque rápido 30seg 1min 5 min, Tecla Ligar30 segundos, Trava de segurança para crianças, Display digital invisível, Prato giratório, Temporizador 99 min99 seg, Relógio",Não informado,Midea,Branco,20L,,220V,"[Digital,Temporizador]",De Bancada
uaicomerciodigital||MXSA35B220A,Microondas,Micro-ondas 35l Branco Midea Mxsa35b1 / Mxsa35b2,"<p>Micro-ondas 35L Branco Midea 127V MXSA35B1</p><p><br></p><p>O Micro-ondas Midea vai se tornar seu melhor amigo na cozinha. Retirar xícaras e canecas vai ser muito mais fácil: possui Prato Inteligente, que retorna a alça dos recipientes para a posição inicial. O Micro-ondas Midea é super completo! Com Função Preferido, é possível deixar salvo o programa e tempo de suas receitas prediletas. Além de todas essas facilidades, conta com Minuto Fácil para acesso rápido de 1,2 ou 3 minutos, Função Tira Odor, Limpa Fácil e Função Eco para mais economia de energia com o visor desligado.</p><p><br></p><p>Especificações</p><p>Código: MXSA35B1</p><p>Capacidade (L): 35</p><p>Tensão: 110v</p><p>Potência nominal/grill (W): 1450W</p><p>Classificação INMETRO: UL-BR 21.0094</p><p>Peso Líquido (kg): 14,8</p><p>Garantia: 12</p><p>Marca: MIDEA</p><p><br></p><p>Dimensões</p><p>Largura: 52cm</p><p>Comprimento: 42cm</p><p>Altura: 32,5cm</p><p>Peso: 15,3Kg</p>","{""capacidade"":""35 L"",""cor"":""Branco"",""marca"":""Midea"",""voltagem"":""220 V""}",35 L,Branco,Midea,,220 V,,,,,,,35l,Branco,Midea,Não informado,127V,Micro-ondas,Não informado,MXSA35B1,Não informado,"Prato Inteligente, Função Preferido, Minuto Fácil, Função Tira Odor, Limpa Fácil, Função Eco",Não informado,Midea,Branco,35L,,110V,[com Função Tira Odo],De Bancada
engageeletro||50128,Microondas,Micro-Ondas cor Prata com Painel Integrado 31L Electrolux MI41S 220V,"Escolher um micro-ondas é sempre um desafio. São muitas opções no mercado com vários benefícios. Mas nenhum é mais completo que o micro-ondas Electrolux MI41S, com funções que deixam sua vida muito mais prática ele ainda tem um design inovador e moderno, deixando sua cozinha mais charmosa.<br> <br> - Modernidade e inovação na<br> sua cozinhaNenhum micro-ondas é tão<br> completo quanto o Electrolux<br> MI41S. Com funções que deixam<br> sua rotina muito mais prática,<br> ele ainda conta com um design<br> espelhado que deixa sua<br> cozinha mais moderna e bonita.<br> <br> - Função MudoAperte a tecla 0 por<br> 4 segundos e o som do ?bip? desaparece.<br> <br> - Função Tira OdorFunção que reduz<br> odores no interior do forno micro-ondas.<br> <br> - Tecla Meu PratoPrograma e grava na<br> memória do micro-ondas sua receita favorita.<br> <br> Ficha Técnica<br> <br> Largura: 52,0 Cm<br> Altura: 32,5 Cm<br> Profundidade: 42,2 Cm<br> Peso: 15,2 Kg<br> Autolimpante: Não<br> Diferenciais: Menu Gourmet, Menu Kids, Menu Sobremesa, Trava de Segurança, Meu Prato, Menu Prato Rápido, Menu Dia a Dia<br> Grill: Não<br> Menu de Receitas: Sim - 12 Receitas<br> Menu Dia a Dia: Arroz, Batata, Macarrão e Lasanha<br> Menu Faça Fácil: Não<br> Menu Guarnições: Não<br> Menu Kids: Pipoca, Brigadeiro, Hamburguer e Bolo de Caneca<br> Menu Light: Não<br> Menu Molhos: Não<br> Menu Prato Rápido: Não<br> Menu Sobremesa: Pudim, Gelatina, Frutas e Pavê<br> Prato Giratório: Sim<br> Receitas: 12 Receitas<br> Relógio: Sim<br> Tecla Descongelar: Sim<br> Trava de Segurança: Sim<br> Instalação Gratuita: Não<br> Modelo: Mi41s<br> Classificação Energética: a<br> Frequência: 60 Hz<br> Tensão: 127v / 220v<br> Cor: Prata<br> Diâmetro do Prato: 315mm<br> Altura do Produto: 32,5 Cm<br> Largura do Produto: 52,0 Cm<br> Profundidade do Produto: 42,2 Cm<br> Peso do Produto: 15,2 Kg<br> Altura do Produto Embalado: 34,8 Cm<br> Largura do Produto Embalado: 55,2 Cm<br> Peso do Produto Embalado: 15,7 Kg<br> de Embutir: Não<br> Código Comercial: 10311pba186 / 10311pba286<br> Ean-13: 78965840 6699 9 / 78965840 6700 2<br> Profundidade do Produto Embalado: 45,1 Cm<br> Eficiência Energética %: 54 (127v) / 54 (220v)<br> Capacidade Total (l): 31<br> Capacidade Útil (l): 19<br> Garantia: 12 meses","{""capacidade"":""31 L"",""cor"":""Prata"",""marca"":""Electrolux"",""tipo"":""Mesa"",""voltagem"":""220 V""}",31 L,Prata,Electrolux,,220 V,Mesa,,,,,,31L,Prata,Electrolux,Não informado,220V,Micro-ondas,Não informado,MI41S,Não informado,Painel Integrado,Não informado,Electrolux,Prata,31L,,220V,"[com Relógio, com Menu Kids]",De Bancada
magazineluiza||011357300,Microondas,Micro-ondas Panasonic Style ST67HS NN-ST67HSRUN,"Se você gosta de preparar deliciosas receitas mais não abre mão de praticidade, então você precisa de um micro-ondas. Além de práticos eles possuem funções que vão facilitar e muito o dia a dia na cozinha. E pensando nisso a Panasonic apresenta o micro-ondas Style ST67HS, com capacidade de 32 litros ele tem o estilo que vai combinar com a sua cozinha. Possui 8 receitas pré-programadas, trava de segurança, eficiência energética A e função Desodorizador que reduz o cheiro dos cozimentos. Surpreenda-se com a qualidade e funcionalidade deste micro-ondas.","{""capacidade"":""32 L"",""cor"":""Inox"",""marca"":""Panasonic"",""niveis_de_potencia"":""10 Níveis"",""voltagem"":""127 V""}",32 L,Inox,Panasonic,10 Níveis,127 V,,,,,,,32 litros,Não informado,Panasonic,Não informado,Não informado,Não informado,Não informado,Style ST67HS,Não informado,"8 receitas pré-programadas, trava de segurança, eficiência energética A, função Desodorizador",Não informado,Panasonic,Inox,32L,10,110V,"[Digital, com Relógio]",De Bancada
casabrasil1||384111,Microondas,Forno Micro-ondas Philco 20L PMO23EB Branco Espelhado - 110V,"<p>Com capacidade de 20 litros, o Micro-Ondas Philco PMO23EB é a opção ideal para quem não dispensa praticidade no seu dia a dia. Possui revestimento Limpa Fácil, que evita que a sujeira grude nas paredes internas do aparelho. Assim, descomplica a sua higienização. Além disso, remove os cheiros deixados pelo preparo de alimentos, graças à função Tira Odor. </p> <p>O micro-ondas Philco é recomendado para o preparo e aquecimento de alimentos e bebidas, além do descongelamento. </p><p>Possui modo de descongelamento por tempo ou por peso. </p><p>Com o modo Menu FIT, cozinhe sopa, legumes e batatas com rapidez. </p><p>Também é possível travar o teclado ou utilizar a função que desliga o display do produto. </p><p>Basta clicar em Display/Soundque por 3 segundos. </p><p> Conta com 1100W de potência, prato com diâmetro de 250mm e possui classe ""A"" em eficiência energética. </p><p>A Philco oferece 1 ano de garantia neste aparelho.</p>","{""capacidade"":""20 L"",""cor"":""Branco"",""marca"":""Philco"",""voltagem"":""127 V""}",20 L,Branco,Philco,,127 V,,,,,,,20L,Branco Espelhado,Philco,Não informado,110V,Micro-ondas,Não informado,PMO23EB,Não informado,"Limpa Fácil, Tira Odor, Descongelamento por Tempo ou por Peso, Menu FIT, Trava de Teclado, DisplaySound",Não informado,Philco,Branco,20L,,110V,"[Touch, com Relógio]",De Bancada
multiloja||24606,Microondas,Microondas Panasonic ST65L 34L,"O Micro-ondas ST65L da Panasonic inibe 99,9 da proliferação de bactérias, pois tem em seu interior o novo revestimento com camada de tinta com sistema antimicrobiano. O microondas possui uma tecnologia de pega fácil, o que faz ao término do aquecimento uma rotação para que você pegue o utensilio exatamente onde o deixou, evitando que a xícara por exemplo fique lá no fundo do equipamento com a alça virada para trás. A Dupla refeição permite que você aqueça duas refeições simultaneamente, graças à sua grelha removível, que aquece 300g.<br> <br> <br> Características:<br> Dupla refeição: aqueça dois pratos ao mesmo tempo<br> Retire o utensílio do jeito que colocou com Pega Fácil<br> Volume Total (litros): 34 cm<br> Volume Útil (litros): 23 cm<br> Potência Micro-ondas: 900 W<br> Níveis de Potência: 10<br> Eficiência energética (Inmetro)A<br> Cor interna: Cinza<br> Porta: Branca<br> Diâmetro do prato (cm): 31.5<br> Receitas Pré-Programadas: 6<br> Auto descongelamento2 (carne/frango e feijão)<br> Memória: 3<br> Desodorizador<br> Adicionar 30 Seg.<br> Relógio<br> Tempo de Espera<br> Trava de Segurança Eletrônica<br> Registro INMETRO 127V no 007487/2020<br> Registro INMETRO 220V no 007485/2020<br> <br> <br> Dimensões: <br> Altura: 32,5 cm<br> Largura: 52 cm<br> Profundidade: 43,2 cm<br> Peso: 14,8 Kg<br> <br> <br> Garantia do fornecedor de 12 meses.","{""cor"":""Branco"",""marca"":""Panasonic""}",,Branco,Panasonic,,,,,,,,,34L,Não informado,Panasonic,10,127V,Micro-ondas,Não informado,ST65L,Não informado,Dupla refeição aqueça dois pratos ao mesmo tempobr Retire o utensílio do jeito que colocou com Pega Fácilbr Volume Total litros 34 cmbr Volume Útil litros 23 cmbr Potência Micro-ondas 900 Wbr Níveis de Potência 10br Eficiência energética InmetroAbr Cor interna Cinzabr Porta Brancabr Diâmetro do prato cm 315br Receitas Pré-Programadas 6br Auto descongelamento2 carnefrango e feijãobr Memória 3br Desodorizadorbr Adicionar 30 Segbr Relógiobr Tempo de Esperabr Trava de Segurança Eletrônicabr Registro INMETRO 127V no 0074872020br Registro INMETRO 220V no 0074852020br br br Dimensões br Altura 325 cmbr Largura 52 cmbr Profundidade 432 cmbr Peso 148 Kgbr br br Garantia do fornecedor de 12 meses,Não informado,Panasonic,Branco,34L,10,110V,"[Touch, com Relógio, com Trava de Segurança]",De Bancada
friopecas||130374,Microondas,Micro-ondas Philco 20 Litros Branco PMO23MB  220 Volts,"Micro-ondas Philco 20 Litros Branco PMO23MB – 220 Volts <p> Sua cozinha completa é com o Micro-ondas Philco 20 Litros PMO23MB! Com a capacidade de 20 litros, ideal para preparar receitas deliciosas de forma rápida e prática. O aparelho conta com a função descongelar possibilita um descongelamento por peso e tempo, ideal para carne bovina e frango que agilizam o seu dia a dia na cozinha.</p> <p>Viu só como a Philco pensa em tudo? Não espere mais para adquirir um produto que facilita a sua vida na cozinha e entende o que você precisa para preparar pratos incríveis. Conte com o Micro-ondas PMO23MB e dê um upgrade na forma de cozinhar. </p> <p> Pintura Limpa Fácil: </p> <p> Pintura especial que não permite que a sujeira grude nas paredes internas do micro-ondas, facilitando a limpeza do mesmo. </p> <p> Seletores manuais: </p> <p> Fácil e prático. </p> <p> Função descongelar: </p> <p> Descongela carne e frango. </p> <p> Design e acabamento moderno. </p>","{""capacidade"":""20 L"",""cor"":""Branco"",""marca"":""Philco"",""voltagem"":""220 V""}",20 L,Branco,Philco,,220 V,,,,,,,20 Litros,Branco,Philco,Não informado,220 Volts,Micro-ondas,Não informado,PMO23MB,Não informado,Descongelar,Não informado,Philco,Branco,20L,,220V,com Relógio,De Bancada
electrolux||2003097,Microondas,Micro-ondas Electrolux 31L cor Inox Espelhado com Função Grill e Painel Blue Touch (ME41X),"Sua cozinha merece um eletrodoméstico prático e funcional. Com 1350W de potência e função Grill, o Micro-ondas Electrolux 31L ME41X, fará com que suas refeições fiquem prontas e com a textura perfeita em poucos minutos. Com um simples toque no painel blue touch, você escolhe como quer preparar seus alimentos. Liberdade para todos os momentos na cozinha. Se quiser dar aquele toque de sabor a mais para suas receitas, aproveite os benefícios da função grill e deixe aquele filé de frango à milanesa crocante e delicioso. E na hora da limpeza tudo fica mais fácil, pois conta com o interior feito em aço inox, toda a sujeira dos respingos de alimentos pode ser facilmente removida. Seu novo Micro-ondas Electrolux vai estar sempre limpo e brilhante!","{""capacidade"":""31 L"",""cor"":""Prata"",""marca"":""Electrolux"",""voltagem"":""Bivolt""}",31 L,Prata,Electrolux,,Bivolt,,,,,,,31L,Inox Espelhado,Electrolux,Não informado,Não informado,Micro-ondas,Não informado,ME41X,Aço Inox,"Grill, Painel Blue Touch",Não informado,Electrolux,Inox,31L,,Bivolt,"[Touch, com Relógio, com Função Grill, com Função Tira Odor, com Menu Kids]",De Bancada
gazinshop||9392,Microondas,Micro-ondas 21 Litros Panasonic Nn-st27lwrun,"O Forno Micro-ondas NN-ST27L da Panasonic possui alto desempenho em um design sofisticado. Seu Display Digital conta com as funções Descongelar, Pega Fácil, Auto Reaquecimento e Desodorizador. Com capacidade para 21 litros, ele possui 10 Níveis de potência para você aquecer seus alimentos. Além disso, ele vem equipado com Trava de Segurança, tecnologia Antibactéria e Função Antiaderente, facilitando na hora de limpar.<br> <br> Características:<br> <br> Marca: Panasonic<br> Modelo: NN-ST27L<br> Tipo: Micro-ondas de bancada<br> Capacidade: 21 litros<br> Níveis de potência: 10 níveis<br> Grill: Não<br> Autolimpante: Não<br> Timer: Sim<br> Display: Sim<br> Relógio: Sim<br> Luz interna: Sim<br> De embutir: Não<br> Prato giratório: Sim<br> Trava de segurança: Sim<br> Menu de receitas: Sim<br> Tecla descongelar: Sim<br> Desodorizador: Sim<br> FunçõesArroz, pipoca, brigadeiro e auto reaquecimento<br> Potência: 700 W<br> Frequência: 60 Hz<br> Inmetro: Sim<br> Eficiência energética A<br> <br> Dimensões:<br> Altura: 26 cm<br> Largura: 44,2 cm<br> Profundidade: 36,6 cm<br> Peso: 10,4 kg<br> <br> Garantia do fornecedor: 12 meses","{""capacidade"":""21 L"",""marca"":""Panasonic"",""niveis_de_potencia"":""10 Níveis"",""voltagem"":""220 V""}",21 L,,Panasonic,10 Níveis,220 V,,,,,,,21 litros,Não informado,Panasonic,10 níveis,Não informado,Micro-ondas de bancada,Não informado,NN-ST27L,Não informado,Descongelar Pega Fácil Auto Reaquecimento e Desodorizador,Não informado,Panasonic,Branco,21L,10,220V,"[Touch, Digital, com Relógio, com Timer, com Trava de Segurança]",De Bancada
